,name,year,selling_price,km_driven,fuel,mileage(km/ltr/kg),engine,max_power,seats
6241,Chevrolet Spark 1.0,2009,200000,30000,Petrol,16.5,995.0,63.0,5.0
6242,Skoda Rapid 1.5,2018,900000,35000,Diesel,21.13,1498.0,108.6,5.0
6243,Maruti 800 Std,2003,50000,50000,Petrol,16.1,796.0,37.0,4.0
6244,Renault Duster 110PS,2012,450000,100000,Diesel,19.01,1461.0,108.45,5.0
6245,Mahindra XUV500 W8,2012,650000,80000,Diesel,15.1,2179.0,140.0,7.0
6246,Volkswagen CrossPolo 1.5,2014,300000,84000,Diesel,20.14,1498.0,88.5,5.0
6247,Ford Fiesta 1.5,2014,425000,60000,Diesel,25.01,1498.0,89.75,5.0
6248,Maruti Zen VXI,1998,55000,50000,Petrol,17.3,993.0,60.0,5.0
6249,Hyundai i10 Magna,2011,200000,60000,Petrol,20.36,1197.0,78.9,5.0
6250,Mahindra XUV500 W10,2015,975000,100000,Diesel,16.0,2179.0,140.0,7.0
6251,Mahindra Bolero 2011-2019,2013,450000,70000,Diesel,15.96,2523.0,62.1,7.0
6252,Mahindra Bolero 2011-2019,2014,600000,82500,Diesel,15.96,2523.0,62.1,7.0
6253,Mahindra Bolero 2011-2019,2014,550000,76000,Diesel,15.96,2523.0,62.1,9.0
6254,Tata Indica Vista,2011,180000,87000,Diesel,18.0,1248.0,75.0,5.0
6255,Mahindra Xylo E4,2010,300000,120000,Diesel,14.0,2498.0,112.0,7.0
6256,Tata Zest Revotron,2016,350000,70000,Petrol,17.57,1193.0,88.7,5.0
6257,Maruti Swift Dzire,2014,465000,90000,Diesel,23.4,1248.0,74.0,5.0
6258,Tata Manza Aura,2010,200000,188000,Diesel,21.12,1248.0,88.8,5.0
6259,Chevrolet Enjoy TCDi,2014,350000,120000,Diesel,18.2,1248.0,73.8,8.0
6260,Honda City i,2015,650000,80000,Petrol,17.4,1497.0,117.3,5.0
6261,Hyundai i10 Magna,2010,150000,123278,Petrol,20.36,1197.0,78.9,5.0
6262,Honda City i,2014,560000,100000,Diesel,26.0,1498.0,98.6,5.0
6263,Hyundai i20 Active,2015,625000,90000,Diesel,21.19,1396.0,88.73,5.0
6264,Ford Figo Diesel,2012,220000,110000,Diesel,20.0,1399.0,68.0,5.0
6265,Ford Figo Diesel,2013,250000,110000,Diesel,20.0,1399.0,68.1,5.0
6266,Tata Zest Quadrajet,2018,575000,70000,Diesel,20.65,1248.0,88.7,5.0
6267,Mahindra XUV500 W8,2015,1050000,65000,Diesel,15.1,2179.0,140.0,7.0
6268,Jaguar XF 2.2,2015,3000000,70000,Diesel,16.36,2179.0,187.7,5.0
6269,Tata New Safari,2012,200000,90000,Diesel,11.57,2179.0,138.1,7.0
6270,Maruti Alto 800,2016,262000,50000,Petrol,22.74,796.0,47.3,5.0
6271,Hyundai EON Era,2018,299000,33000,Petrol,21.1,814.0,55.2,5.0
6272,Maruti Alto 800,2015,250000,26500,Petrol,22.74,796.0,47.3,5.0
6273,Hyundai Santro Xing,2011,140000,60000,Petrol,17.92,1086.0,62.1,5.0
6274,Maruti Swift Dzire,2013,360000,70000,Diesel,23.4,1248.0,74.0,5.0
6275,Datsun GO A,2015,210000,80000,Petrol,20.63,1198.0,67.06,5.0
6276,Hyundai i20 1.4,2017,600000,60000,Diesel,22.54,1396.0,88.73,5.0
6277,Skoda Fabia 1.2L,2011,210000,100000,Diesel,19.5,1199.0,75.0,5.0
6278,Volkswagen Vento Diesel,2011,300000,80000,Diesel,20.54,1598.0,103.6,5.0
6279,Hyundai Grand i10,2016,450000,35000,Petrol,18.9,1197.0,82.0,5.0
6280,Ford Endeavour 3.2,2018,3200000,35000,Diesel,10.91,3198.0,197.0,7.0
6281,Hyundai Grand i10,2019,550000,10000,Petrol,18.9,1197.0,81.86,5.0
6282,Tata Indica Vista,2011,100000,80000,Diesel,18.0,1248.0,75.0,5.0
6283,Hyundai EON Era,2012,185000,50000,Petrol,21.1,814.0,55.2,5.0
6284,Maruti Wagon R,2006,80000,90000,Petrol,17.3,1061.0,64.0,5.0
6285,Maruti Alto 800,2017,295000,80000,Petrol,24.7,796.0,47.3,5.0
6286,Renault KWID Climber,2017,360000,25000,Petrol,23.01,999.0,67.0,5.0
6287,Maruti Alto K10,2014,210000,70000,Petrol,20.92,998.0,67.1,5.0
6288,Hyundai Elite i20,2019,585000,80000,Petrol,17.4,1197.0,81.86,5.0
6289,Volkswagen Polo Select,2016,560000,50000,Diesel,20.14,1498.0,88.7,5.0
6290,Honda City i,2015,600000,70000,Diesel,26.0,1498.0,98.6,5.0
6291,Datsun GO T,2017,330000,60000,Petrol,20.63,1198.0,67.0,5.0
6292,Hyundai Verna VTVT,2019,990000,15000,Petrol,17.0,1591.0,121.3,5.0
6293,Toyota Etios Diesel,2012,300000,90000,Diesel,23.59,1364.0,67.1,5.0
6294,Tata Nexon 1.2,2018,650000,28000,Petrol,17.0,1198.0,108.5,5.0
6295,Hyundai Elite i20,2019,695000,20000,Petrol,17.4,1197.0,81.86,5.0
6296,Hyundai Grand i10,2014,300000,60000,Diesel,24.0,1120.0,70.0,5.0
6297,Maruti Alto 800,2015,270000,22000,Petrol,22.74,796.0,47.3,5.0
6298,Tata New Safari,2010,185000,70000,Diesel,11.57,2179.0,138.1,7.0
6299,Chevrolet Sail Hatchback,2013,200000,80000,Diesel,22.1,1248.0,76.9,5.0
6300,Maruti Wagon R,2019,459999,35000,CNG,26.6,998.0,58.16,5.0
6301,Tata Nexon 1.5,2018,860000,60000,Diesel,21.5,1497.0,108.5,5.0
6302,Tata Tiago 1.2,2018,400000,20000,Petrol,23.84,1199.0,84.0,5.0
6303,Maruti Ritz VDi,2013,240000,142000,Diesel,23.2,1248.0,73.94,5.0
6304,Maruti Swift Dzire,2015,570000,72000,Diesel,26.59,1248.0,74.0,5.0
6305,Ford EcoSport 1.5,2018,850000,90000,Diesel,23.0,1498.0,98.96,5.0
6306,Ford Figo Diesel,2011,155000,80000,Diesel,20.0,1399.0,68.0,5.0
6307,Hyundai i20 1.4,2011,270000,125000,Diesel,23.0,1396.0,90.0,5.0
6308,Maruti Ciaz ZXi,2015,610000,33000,Petrol,20.73,1373.0,91.1,5.0
6309,Hyundai Creta 1.6,2015,1000000,50000,Diesel,19.67,1582.0,126.2,5.0
6310,Mahindra Scorpio LX,2012,450000,120000,Diesel,12.05,2179.0,120.0,9.0
6311,Hyundai Xcent 1.2,2018,500000,35000,Diesel,25.4,1186.0,73.97,5.0
6312,Honda Amaze S,2018,700000,43000,Diesel,27.4,1498.0,98.63,5.0
6313,Maruti Alto LXi,2007,135000,60000,Petrol,19.7,796.0,46.3,5.0
6314,Mahindra Scorpio LX,2012,430000,148000,Diesel,12.05,2179.0,120.0,9.0
6315,Hyundai Verna 1.6,2014,625000,70000,Diesel,22.32,1582.0,126.32,5.0
6316,Nissan Sunny XL,2011,280000,96000,Petrol,16.95,1498.0,97.7,5.0
6317,Mahindra Scorpio 1.99,2015,800000,70000,Diesel,15.4,1997.0,120.0,7.0
6318,Maruti Ritz VDi,2012,220000,70000,Diesel,23.2,1248.0,73.94,5.0
6319,Maruti Ignis 1.2,2017,620000,18484,Petrol,20.89,1197.0,81.8,5.0
6320,Tata Safari DICOR,2011,300000,70000,Diesel,13.93,2179.0,138.03,7.0
6321,Maruti Alto LX,2010,180000,25000,Petrol,19.7,796.0,46.3,5.0
6322,Volkswagen Polo Diesel,2013,250000,120000,Diesel,22.07,1199.0,73.9,5.0
6323,Maruti Swift Dzire,2017,480000,55000,Petrol,20.85,1197.0,83.14,5.0
6324,Ford EcoSport 1.5,2019,885000,10000,Petrol,17.0,1497.0,121.31,5.0
6325,Mahindra KUV 100,2020,550000,60000,Diesel,25.32,1198.0,77.0,6.0
6326,Maruti Swift Dzire,2018,800000,30000,Diesel,28.4,1248.0,74.02,5.0
6327,Hyundai Santro Xing,2013,180000,65000,Petrol,17.92,1086.0,62.1,5.0
6328,Hyundai i20 Sportz,2012,380000,50000,Diesel,21.9,1396.0,88.76,5.0
6329,Tata Tiago NRG,2019,520000,2560,Petrol,24.0,1199.0,83.81,5.0
6330,Maruti Alto LX,2004,90000,60000,Petrol,19.7,796.0,46.3,5.0
6331,Maruti Wagon R,2016,330000,80000,Petrol,20.51,998.0,67.04,5.0
6332,Maruti 800 DX,1999,40000,50000,Petrol,16.1,796.0,37.0,4.0
6333,Chevrolet Enjoy TCDi,2015,370000,120000,Diesel,18.2,1248.0,73.8,8.0
6334,Honda City V,2009,290000,120000,Petrol,16.8,1497.0,116.3,5.0
6335,Hyundai EON Magna,2013,215000,47000,Petrol,21.1,814.0,55.2,5.0
6336,Tata Hexa XT,2017,1282000,45000,Diesel,17.6,2179.0,153.86,7.0
6337,Toyota Innova 2.5,2012,610000,90000,Diesel,12.8,2494.0,102.0,8.0
6338,Hyundai i20 Asta,2013,380000,110000,Diesel,21.27,1396.0,88.76,5.0
6339,Mahindra Scorpio 1.99,2017,1250000,95000,Diesel,15.4,1997.0,120.0,7.0
6340,Hyundai Verna 1.6,2012,400000,103655,Diesel,22.32,1582.0,126.3,5.0
6341,Hyundai i20 Petrol,2018,700000,25000,Petrol,17.4,1197.0,81.86,5.0
6342,Renault Duster 110PS,2014,650000,80000,Diesel,19.01,1461.0,108.45,5.0
6343,Tata Nano Twist,2014,95000,50000,Petrol,25.4,624.0,37.5,4.0
6344,Mahindra XUV500 W10,2015,1147000,56975,Diesel,16.0,2179.0,140.0,7.0
6345,Hyundai Santro Xing,2010,150000,110000,Petrol,0.0,1086.0,62.0,5.0
6346,Maruti Alto LX,2008,120000,80000,Petrol,19.7,796.0,46.3,5.0
6347,Ford Fiesta EXi,2010,180000,187000,Diesel,17.8,1399.0,68.0,5.0
6348,Ford Fiesta Classic,2013,325000,69000,Diesel,18.6,1388.0,67.0,5.0
6349,Ford EcoSport 1.5,2015,550000,206000,Diesel,22.77,1498.0,98.59,5.0
6350,Ford EcoSport 1.5,2018,950000,27000,Diesel,22.77,1498.0,98.59,5.0
6351,Ford Ecosport 1.5,2014,500000,132000,Diesel,22.7,1498.0,89.84,5.0
6352,Ford Aspire Titanium,2017,725000,75000,Diesel,26.1,1498.0,99.23,5.0
6353,Ford Figo Aspire,2015,500000,18000,Petrol,18.5,1194.0,94.93,5.0
6354,Mahindra Verito 1.5,2011,180000,218000,Diesel,21.0,1461.0,64.1,5.0
6355,Hyundai i20 2015-2017,2016,650000,10000,Diesel,22.54,1396.0,88.73,5.0
6356,Maruti Swift VDi,2010,285000,80000,Diesel,17.8,1248.0,75.0,5.0
6357,Mahindra Verito 1.5,2011,210000,215000,Diesel,21.0,1461.0,64.1,5.0
6358,Ford Fiesta Classic,2012,200000,137000,Diesel,17.8,1399.0,67.0,5.0
6359,Volkswagen Vento Diesel,2011,295000,65000,Diesel,20.54,1598.0,103.6,5.0
6360,Honda City 2017-2020,2007,160000,120000,Petrol,17.7,1497.0,78.0,5.0
6361,Maruti Celerio VXI,2017,450000,10000,Petrol,23.1,998.0,67.04,5.0
6362,Datsun GO Plus,2016,385000,20000,Petrol,20.62,1198.0,67.0,7.0
6363,Ford Fiesta Classic,2011,350000,93500,Diesel,18.6,1388.0,67.0,5.0
6364,Jaguar XE 2016-2019,2017,2711000,9000,Diesel,13.6,1999.0,177.0,5.0
6365,Lexus ES 300h,2019,5150000,20000,Petrol,22.37,2487.0,214.56,5.0
6366,Jaguar XF 2.0,2017,3200000,45000,Diesel,19.33,1999.0,177.0,5.0
6367,Tata Safari Storme,2015,503000,110000,Diesel,14.1,2179.0,147.94,7.0
6368,Volvo XC40 D4,2019,3800000,20000,Diesel,18.0,1969.0,190.0,5.0
6369,Toyota Camry 2.5,2016,2000000,68089,Petrol,19.16,2494.0,157.7,5.0
6370,Maruti Wagon R,2013,225000,58343,Petrol,21.79,998.0,67.05,5.0
6371,Maruti Baleno Alpha,2018,740000,38817,Diesel,27.39,1248.0,74.0,5.0
6372,Honda Jazz VX,2016,550000,56494,Petrol,18.2,1199.0,88.7,5.0
6373,Toyota Innova 2.5,2013,750000,79328,Diesel,12.99,2494.0,100.6,7.0
6374,Maruti Swift AMT,2019,650000,5621,Petrol,22.0,1197.0,81.8,5.0
6375,Toyota Etios VX,2017,625000,25538,Petrol,16.78,1496.0,88.73,5.0
6376,Maruti Swift AMT,2018,600000,69779,Petrol,22.0,1197.0,81.8,5.0
6377,Hyundai Grand i10,2017,450000,56290,Diesel,24.0,1186.0,73.97,5.0
6378,BMW X4 M,2019,5400000,7500,Diesel,16.78,1995.0,190.0,5.0
6379,BMW X4 M,2019,5500000,8500,Diesel,16.78,1995.0,190.0,5.0
6380,Honda Amaze V,2019,779000,7032,Petrol,19.0,1199.0,88.76,5.0
6381,Skoda Rapid 1.6,2016,645000,11000,Petrol,14.3,1598.0,103.5,5.0
6382,Volvo V40 D3,2018,2475000,2000,Diesel,16.8,1984.0,150.0,5.0
6383,Jaguar XE 2016-2019,2017,2711000,9000,Diesel,13.6,1999.0,177.0,5.0
6384,Lexus ES 300h,2019,5150000,20000,Petrol,22.37,2487.0,214.56,5.0
6385,Jaguar XF 2.0,2017,3200000,45000,Diesel,19.33,1999.0,177.0,5.0
6386,Tata Safari Storme,2015,503000,110000,Diesel,14.1,2179.0,147.94,7.0
6387,Volvo XC40 D4,2019,3800000,20000,Diesel,18.0,1969.0,190.0,5.0
6388,Toyota Camry 2.5,2016,2000000,68089,Petrol,19.16,2494.0,157.7,5.0
6389,Maruti Wagon R,2013,225000,58343,Petrol,21.79,998.0,67.05,5.0
6390,Maruti Baleno Alpha,2018,740000,38817,Diesel,27.39,1248.0,74.0,5.0
6391,Honda Jazz VX,2016,550000,56494,Petrol,18.2,1199.0,88.7,5.0
6392,Toyota Innova 2.5,2013,750000,79328,Diesel,12.99,2494.0,100.6,7.0
6393,Maruti Swift AMT,2019,650000,5621,Petrol,22.0,1197.0,81.8,5.0
6394,Toyota Etios VX,2017,625000,25538,Petrol,16.78,1496.0,88.73,5.0
6395,Maruti Swift AMT,2018,600000,69779,Petrol,22.0,1197.0,81.8,5.0
6396,Hyundai Grand i10,2017,450000,56290,Diesel,24.0,1186.0,73.97,5.0
6397,BMW X4 M,2019,5400000,7500,Diesel,16.78,1995.0,190.0,5.0
6398,BMW X4 M,2019,5500000,8500,Diesel,16.78,1995.0,190.0,5.0
6399,Honda Amaze V,2019,779000,7032,Petrol,19.0,1199.0,88.76,5.0
6400,Skoda Rapid 1.6,2016,645000,11000,Petrol,14.3,1598.0,103.5,5.0
6401,Volvo V40 D3,2018,2475000,2000,Diesel,16.8,1984.0,150.0,5.0
6402,Maruti Swift Dzire,2019,558000,70000,Diesel,28.4,1248.0,74.02,5.0
6403,Hyundai Santro Xing,2010,165000,56000,Petrol,17.92,1086.0,62.1,5.0
6404,Hyundai i20 Sportz,2012,300000,80000,Diesel,21.9,1396.0,88.76,5.0
6405,Hyundai Santro Magna,2019,500000,5000,Petrol,20.3,1086.0,68.0,5.0
6406,Mahindra XUV500 W8,2012,900000,100000,Diesel,15.1,2179.0,140.0,7.0
6407,BMW X5 3.0d,2008,830000,60000,Diesel,11.0,2993.0,235.0,5.0
6408,Skoda Rapid 1.5,2014,640000,65000,Diesel,21.14,1498.0,103.52,5.0
6409,Mahindra Scorpio S10,2015,900000,70000,Diesel,15.4,2179.0,120.0,7.0
6410,Chevrolet Enjoy TCDi,2013,450000,60000,Diesel,18.2,1248.0,73.8,7.0
6411,Maruti Ciaz 1.3,2018,825000,82000,Diesel,28.09,1248.0,88.5,5.0
6412,Tata Aria Pleasure,2013,500000,80000,Diesel,13.7,2179.0,138.1,7.0
6413,Mahindra KUV 100,2017,325000,5000,Petrol,18.15,1198.0,82.0,6.0
6414,Renault Duster 110PS,2014,450000,133000,Diesel,19.01,1461.0,108.45,5.0
6415,Honda WR-V i-VTEC,2017,675000,25000,Petrol,17.5,1199.0,88.7,5.0
6416,Tata Zest Revotron,2017,415000,15000,Petrol,17.57,1193.0,88.7,5.0
6417,Hyundai Creta 1.4,2017,1100000,40000,Diesel,21.38,1396.0,88.7,5.0
6418,Volkswagen Ameo 1.2,2016,500000,35000,Petrol,17.0,1198.0,73.75,5.0
6419,Mahindra Bolero 2011-2019,2014,509999,70000,Diesel,15.96,2523.0,62.1,7.0
6420,Mahindra Scorpio 2006-2009,2007,200000,152000,Diesel,10.5,2609.0,120.0,9.0
6421,Maruti 800 AC,2007,60000,100000,Petrol,16.1,796.0,37.0,4.0
6422,Hyundai Verna 1.6,2013,500000,80000,Diesel,22.32,1582.0,126.3,5.0
6423,Tata Indica V2,2009,45000,100000,Diesel,17.2,1396.0,53.5,5.0
6424,Renault KWID RXT,2017,270000,50000,Petrol,25.17,799.0,53.3,5.0
6425,Hyundai i20 Active,2017,550000,40000,Petrol,17.19,1197.0,81.86,5.0
6426,Renault KWID 1.0,2016,235000,60000,Petrol,23.01,999.0,67.0,5.0
6427,Hyundai i20 1.2,2018,600000,40000,Petrol,18.6,1197.0,81.83,5.0
6428,Honda Jazz 1.5,2015,525000,60000,Diesel,27.3,1498.0,98.6,5.0
6429,Maruti Swift VDI,2012,325000,90000,Diesel,22.9,1248.0,74.0,5.0
6430,Maruti Swift Dzire,2014,420000,90000,Diesel,23.4,1248.0,74.0,5.0
6431,Maruti Alto K10,2014,229999,60000,Petrol,20.92,998.0,67.1,5.0
6432,Maruti Swift Dzire,2013,375000,80000,Diesel,23.4,1248.0,74.0,5.0
6433,Mahindra Scorpio VLX,2012,750000,120000,Diesel,12.05,2179.0,120.0,8.0
6434,Tata Tiago 1.2,2018,400000,40000,Petrol,23.84,1199.0,84.0,5.0
6435,Mahindra XUV500 W6,2013,600000,91000,Diesel,15.1,2179.0,140.0,7.0
6436,Hyundai Santro Xing,2008,110000,80000,Petrol,17.8,1086.0,63.0,5.0
6437,Maruti 800 AC,2007,45000,73257,Petrol,16.1,796.0,37.0,4.0
6438,Mahindra Bolero Pik-Up,2019,722000,80000,Diesel,0.0,2523.0,70.0,2.0
6439,Tata Tiago 2019-2020,2020,500000,15000,Petrol,23.84,1199.0,83.83,5.0
6440,Hyundai Verna CRDi,2007,250000,110000,Diesel,18.1,1493.0,110.0,5.0
6441,Skoda Rapid 1.5,2018,950000,40000,Diesel,21.13,1498.0,108.6,5.0
6442,Nissan Sunny Diesel,2013,375000,212000,Diesel,21.64,1461.0,84.8,5.0
6443,Maruti Swift Dzire,2018,780000,30000,Diesel,28.4,1248.0,74.02,5.0
6444,Hyundai Santro Asta,2018,575000,30000,Petrol,20.3,1086.0,68.0,5.0
6445,Hyundai i20 1.2,2017,563000,30000,Petrol,18.6,1197.0,81.83,5.0
6446,Tata Tiago 1.2,2017,450000,15000,Petrol,23.84,1199.0,84.0,5.0
6447,Toyota Innova Crysta,2020,2300000,1000,Diesel,13.68,2393.0,147.51,7.0
6448,Maruti 800 AC,1999,80000,26320,Petrol,16.1,796.0,37.0,4.0
6449,Hyundai i20 Asta,2010,320000,135000,Diesel,23.0,1396.0,90.0,5.0
6450,Honda Civic 1.8,2008,375000,100000,Petrol,13.5,1799.0,130.0,5.0
6451,Maruti Eeco 5,2017,400000,120000,Petrol,15.37,1196.0,73.0,5.0
6452,Mahindra Xylo E8,2011,600000,230000,Diesel,14.0,2498.0,112.0,7.0
6453,Renault KWID 1.0,2016,315000,60000,Petrol,23.01,999.0,67.0,5.0
6454,BMW 3 Series,2012,1100000,80000,Diesel,16.07,1995.0,181.0,5.0
6455,Maruti Swift Dzire,2010,350000,190000,Diesel,19.3,1248.0,73.9,5.0
6456,Maruti Eeco 5,2016,375000,120000,Petrol,15.37,1196.0,73.0,5.0
6457,Toyota Innova 2.5,2013,1050000,217000,Diesel,12.99,2494.0,100.6,8.0
6458,Maruti Celerio VXI,2015,350000,29000,Petrol,23.1,998.0,67.04,5.0
6459,Maruti Wagon R,2010,120000,120000,Petrol,18.9,1061.0,67.0,5.0
6460,Mahindra XUV500 W6,2015,819999,90000,Diesel,16.0,2179.0,140.0,7.0
6461,Hyundai i20 1.2,2018,700000,30000,Petrol,18.6,1197.0,81.83,5.0
6462,Maruti Celerio ZXI,2018,451999,30000,Petrol,23.1,998.0,67.04,5.0
6463,Hyundai Grand i10,2016,500000,56000,Petrol,18.9,1197.0,82.0,5.0
6464,Toyota Innova 2.5,2015,1250000,90000,Diesel,12.99,2494.0,100.6,8.0
6465,Mahindra TUV 300,2015,500000,120000,Diesel,18.49,1493.0,100.0,7.0
6466,Maruti Swift VDI,2015,490000,60000,Diesel,25.2,1248.0,74.0,5.0
6467,Maruti Swift Dzire,2008,200000,147000,Diesel,19.3,1248.0,73.9,5.0
6468,Maruti Wagon R,2012,240000,35000,Petrol,18.9,998.0,67.1,5.0
6469,Hyundai i20 1.2,2018,655000,19500,Petrol,18.6,1197.0,81.83,5.0
6470,Hyundai i20 Active,2018,620000,38426,Petrol,17.19,1197.0,81.86,5.0
6471,Maruti Swift VXI,2015,450000,35000,Petrol,20.4,1197.0,83.11,5.0
6472,Maruti Wagon R,2014,310000,35000,Petrol,20.51,998.0,67.04,5.0
6473,Maruti Alto LXi,2007,150000,50000,Petrol,19.7,796.0,46.3,5.0
6474,Chevrolet Beat Diesel,2012,180000,120000,Diesel,25.44,936.0,57.6,5.0
6475,Tata Indica Vista,2011,150000,120000,Diesel,19.4,1405.0,70.0,5.0
6476,Ford Figo Diesel,2011,160000,112000,Diesel,20.0,1399.0,68.0,5.0
6477,Mahindra Scorpio EX,2013,600000,70000,Diesel,14.0,2523.0,75.0,8.0
6478,Skoda Rapid 1.6,2012,380000,145000,Diesel,20.5,1598.0,103.5,5.0
6479,Tata Indigo LX,2007,120000,135000,Diesel,17.0,1405.0,70.0,5.0
6480,Toyota Innova 2.5,2011,350000,500000,Diesel,12.99,2494.0,100.57,7.0
6481,Tata Indigo TDI,2012,135000,146000,Diesel,19.61,1405.0,70.0,5.0
6482,Hyundai Grand i10,2018,610000,10000,Petrol,18.9,1197.0,81.86,5.0
6483,Volkswagen Polo 1.5,2020,260000,50000,Diesel,20.14,1498.0,88.5,5.0
6484,Hyundai Xcent 1.2,2017,500000,25000,Petrol,20.14,1197.0,81.86,5.0
6485,Renault KWID 1.0,2016,220000,20000,Petrol,23.01,999.0,67.0,5.0
6486,Honda Civic 1.8,2006,121000,70000,Petrol,13.5,1799.0,130.0,5.0
6487,Tata Indigo CS,2017,350000,50000,Diesel,25.0,1396.0,69.01,5.0
6488,Audi Q3 35,2018,2200000,25000,Diesel,15.17,1968.0,181.0,5.0
6489,Hyundai i20 1.4,2011,280000,100000,Diesel,23.0,1396.0,90.0,5.0
6490,Tata Nexon 1.2,2020,919999,20000,Petrol,17.0,1198.0,108.5,5.0
6491,Hyundai i20 1.4,2011,320000,155000,Diesel,23.0,1396.0,90.0,5.0
6492,Ford Figo Diesel,2012,140000,70000,Diesel,20.0,1399.0,68.0,5.0
6493,Maruti SX4 VDI,2012,310000,25000,Diesel,21.5,1248.0,88.8,5.0
6494,Maruti 800 EX,2006,65000,120000,Petrol,16.1,796.0,37.0,4.0
6495,Chevrolet Enjoy TCDi,2013,300000,90000,Diesel,18.2,1248.0,73.8,7.0
6496,Jaguar XE 2016-2019,2017,2711000,9000,Diesel,13.6,1999.0,177.0,5.0
6497,Lexus ES 300h,2019,5150000,20000,Petrol,22.37,2487.0,214.56,5.0
6498,Jaguar XF 2.0,2017,3200000,45000,Diesel,19.33,1999.0,177.0,5.0
6499,Tata Safari Storme,2015,503000,110000,Diesel,14.1,2179.0,147.94,7.0
6500,Volvo XC40 D4,2019,3800000,20000,Diesel,18.0,1969.0,190.0,5.0
6501,Toyota Camry 2.5,2016,2000000,68089,Petrol,19.16,2494.0,157.7,5.0
6502,Maruti Wagon R,2013,225000,58343,Petrol,21.79,998.0,67.05,5.0
6503,Maruti Baleno Alpha,2018,740000,38817,Diesel,27.39,1248.0,74.0,5.0
6504,Honda Jazz VX,2016,550000,56494,Petrol,18.2,1199.0,88.7,5.0
6505,Toyota Innova 2.5,2013,750000,79328,Diesel,12.99,2494.0,100.6,7.0
6506,Maruti Swift AMT,2019,650000,5621,Petrol,22.0,1197.0,81.8,5.0
6507,Toyota Etios VX,2017,625000,25538,Petrol,16.78,1496.0,88.73,5.0
6508,Maruti Swift AMT,2018,600000,69779,Petrol,22.0,1197.0,81.8,5.0
6509,Hyundai Grand i10,2017,450000,56290,Diesel,24.0,1186.0,73.97,5.0
6510,BMW X4 M,2019,5400000,7500,Diesel,16.78,1995.0,190.0,5.0
6511,BMW X4 M,2019,5500000,8500,Diesel,16.78,1995.0,190.0,5.0
6512,Honda Amaze V,2019,779000,7032,Petrol,19.0,1199.0,88.76,5.0
6513,Skoda Rapid 1.6,2016,645000,11000,Petrol,14.3,1598.0,103.5,5.0
6514,Volvo V40 D3,2018,2475000,2000,Diesel,16.8,1984.0,150.0,5.0
6515,Mahindra XUV500 W8,2011,575000,110000,Diesel,15.1,2179.0,140.0,7.0
6516,Tata Xenon XT,2014,440000,110000,Diesel,13.49,2179.0,138.03,5.0
6517,Maruti Swift VDI,2012,380000,100000,Diesel,22.9,1248.0,74.0,5.0
6518,Tata Manza Aura,2010,140000,116700,Petrol,15.0,1368.0,90.0,5.0
6519,Tata Zest Quadrajet,2015,475000,25000,Diesel,22.95,1248.0,74.0,5.0
6520,Mahindra Xylo D2,2011,200000,200000,Diesel,13.0,2489.0,95.0,8.0
6521,Maruti Swift Ldi,2010,400000,176062,Diesel,17.8,1248.0,75.0,5.0
6522,Toyota Innova 2.5,2008,425000,250000,Diesel,12.8,2494.0,102.0,8.0
6523,Honda Amaze Anniversary,2015,509999,82000,Diesel,25.8,1498.0,98.6,5.0
6524,Hyundai i10 Era,2010,275000,80000,Petrol,19.81,1086.0,68.05,5.0
6525,Chevrolet Enjoy 1.3,2017,650000,40000,Diesel,18.2,1248.0,73.74,7.0
6526,Jeep Compass 2.0,2019,1850000,14000,Diesel,17.1,1956.0,170.0,5.0
6527,Renault Duster 4x4,2014,650000,129000,Diesel,19.72,1461.0,108.45,5.0
6528,Fiat Punto EVO,2016,360000,60000,Diesel,20.5,1248.0,91.7,5.0
6529,Volkswagen Ameo 1.5,2018,650000,82000,Diesel,21.73,1498.0,108.62,5.0
6530,Land Rover Range,2013,2000000,77500,Diesel,12.7,2179.0,187.7,5.0
6531,Chevrolet Enjoy 1.3,2017,675000,50000,Diesel,18.2,1248.0,73.74,7.0
6532,Maruti 800 AC,2006,50000,40000,Petrol,16.1,796.0,37.0,4.0
6533,Maruti Wagon R,2017,445000,39500,Petrol,20.52,1197.0,81.8,5.0
6534,Hyundai Elite i20,2018,750000,40000,Diesel,22.54,1396.0,88.76,5.0
6535,Maruti Swift VDI,2012,425000,56000,Diesel,22.9,1248.0,74.0,5.0
6536,Hyundai i20 1.4,2017,850000,54000,Diesel,22.54,1396.0,88.73,5.0
6537,Maruti Wagon R,2016,400000,20000,Petrol,20.51,998.0,67.04,5.0
6538,Tata Indica V2,2014,200000,55896,Diesel,25.0,1396.0,69.0,5.0
6539,Honda Amaze SX,2016,550000,35000,Diesel,25.8,1498.0,98.6,5.0
6540,Honda Brio V,2012,250000,97000,Petrol,19.4,1198.0,86.8,5.0
6541,Maruti Alto 800,2014,206000,120000,Petrol,22.74,796.0,47.3,5.0
6542,Hyundai EON Magna,2014,290000,50000,Petrol,21.1,814.0,55.2,5.0
6543,Tata Nano Lx,2010,45000,30400,Petrol,26.0,624.0,35.0,4.0
6544,Mahindra XUV300 W8,2019,1200000,15000,Diesel,20.0,1497.0,115.0,5.0
6545,Nissan Sunny Diesel,2012,220000,110000,Diesel,21.64,1461.0,84.8,5.0
6546,Mercedes-Benz New C-Class,2008,515000,120000,Diesel,14.84,2143.0,170.0,5.0
